Brix	Messobjekt	Kurz	Tomate	Rispe	Reihe	Tag	Temp0	Temp1	Temp2	A_410	B_435	C_460	D_485	E_510	F_535	G_560	H_585	R_610	I_645	S_680	J_705	T_730	U_760	V_810	W_860	K_900	L_940
continuous	d	string	d	d	d	d	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
class	meta	meta	meta	meta	meta	meta	meta	meta	meta																		
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	147.19	453	786.15	373.35	488.81	789.57	332.31	647.93	1465.97	658.36	2212.48	261.74	293.89	259.19	2476.76	837.36	1203.35	985.66
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	217.94	884.71	4117.17	437.01	2181.02	1970.41	252.24	354	3359.09	1602.58	1897.86	219.32	581.65	449.8	963.77	2193.74	1508.23	676.27
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	115.47	563.35	1210.93	430.13	699.69	736	288.96	459.13	6276.22	1298.12	683.88	367.34	653.78	517.59	666.04	4745.06	1604.7	659.02
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	114.66	423.96	1031.22	299.37	435.16	1025.04	423.21	736.96	2274.7	1102.32	1213.98	296.94	379.07	334.96	1125.21	1383.28	1392.76	754.81
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	221.19	753.07	1465.61	601.32	582.7	790.28	276.92	464.49	2835.12	937.86	1286.82	232.86	369.86	306.25	1222.56	2106.3	1417.4	810.37
7.4	40101T5	4To1Ri1Re5Ta	4To	1Ri	1Re	5Ta	35	42	33	278.93	1233.18	933.19	658.96	612.51	1346.51	924.68	2349.27	3171.15	2088.64	482.56	1004.09	306.94	222.51	412.93	598.6	2895.35	1611.16
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	40	33	414.73	1545.83	2764.96	834.45	1391.18	1532.62	2896.26	4121.95	14158.5	5669.72	1238.26	1936.43	694.45	368.46	1569.78	1734.14	2864.37	1270.15
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	32	396.84	1525.5	2900.47	836.17	1441.1	1517.11	2869.77	4086.01	14026.4	5879.22	1274.68	1927.86	693.68	366.86	1554.36	1710.6	2859.44	1273.03
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	696.1	1780.07	1256.1	1264.58	874.79	2926.36	1066.16	1901.41	5957.29	1369.58	7045.14	811.4	792.67	501.64	3808.84	860.9	1091.39	962.67
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	490.36	1248.66	2270.98	769.93	1227.99	2834.71	916.26	1978.64	12055.8	2002.49	3983.89	1054.63	1197.06	729.73	1600.61	2542.36	1047.74	1071.87
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	447.26	833.41	2727.48	620.24	1490.28	2489.28	631.51	827.07	9072.62	5500.36	1944.4	287.01	1342.09	1056.72	1634.68	3614.01	2881.98	452.12
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	351.3	1370.63	1928.84	634.01	1046.92	1448.73	302.81	411.39	1945.52	3410.25	4528.15	198.56	341.47	255.21	2514.08	907.99	1840.58	745.23
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	124.42	436.55	1728.94	374.21	1423.96	729.65	508.09	997.63	10239	1460.14	1097.64	789.28	849.45	492.87	832.35	2616.34	1178	1100.61
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	215.5	649.5	1129.24	872.3	658.7	907.31	516.52	1027.67	7366.31	1520.83	1231.18	620.05	680.64	472.13	1163.34	3708.17	1166.73	939.68
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	41	33	197.61	723.06	1361.82	597.02	648.27	709.21	419	645.78	4277.17	764.09	1444.64	377.72	381.37	285.51	1427.81	2204.95	1030.84	874.55
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	223.63	908.91	658.33	606.48	491.79	1130.08	401.54	584.1	3013.95	673.53	2380.42	297.84	343.77	263.98	2656.05	1663.52	1461.76	885.09
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	32	215.5	655.31	1313.77	667.56	831.58	828.35	274.52	503.11	3064.07	1299.59	1342.46	275.73	415.13	320.6	1773.4	2046.89	1972.95	1008.65
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	175.65	672.73	729.44	421.53	652	891.8	260.67	473.07	3051.54	1071.49	1227.13	246.4	464.24	366.06	1317.48	2478.46	1609.63	875.51
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	41	33	121.98	419.12	1308.96	298.51	587.17	987.67	278.73	445.72	2388.61	1769.98	887.22	170.58	465.01	432.26	1200.66	2573.75	2392.61	663.81
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	184.6	845.03	3551.11	384.53	1396.39	1943.62	418.4	563.72	2906.88	3948.2	927.68	263.09	419.74	338.15	649	1479.68	2527.1	610.17
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	862.8	1774.26	3192.64	898.97	1667.62	2604.89	990.3	1888.53	5953.87	4756.83	1983.85	711.21	719.77	479.31	1356.42	1100.79	2154.62	857.31
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	302.51	1190.59	1703	738.1	639.33	977.8	295.59	418.9	1421.55	1044.56	1899.88	180.06	318.45	230.48	1328.02	631.11	1246.3	756.73
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	185.41	716.29	863.99	441.31	526.81	981.33	307.02	469.32	4553.96	628.99	2350.07	301.9	514.12	394.77	2423.22	2729.56	881.56	759.6
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	168.33	654.34	1530	498.09	591.64	636.59	309.43	496.14	5277.27	431.24	1979.8	324.47	540.98	431.46	2001.37	3967.11	749.89	742.36
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	41	33	97.58	368.79	1525.2	313.99	559.6	756.44	381.67	765.93	3649.55	1156.66	900.37	396.67	461.17	357.29	627.91	2176.92	1451.9	1010.57
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	171.58	599.16	1695.31	390.56	783.89	727.54	266.69	400.13	4420.69	796.88	1233.2	260.39	519.49	423.48	1040.84	3590.46	1268.83	687.76
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	121.98	353.3	768.85	365.61	560.35	518.86	304.62	614.67	4227.05	1480.7	1197.8	321.31	481.13	405.94	1161.72	3656.6	1913.1	933.94
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	74	319.43	1757.78	289.05	1026.8	550.59	310.03	570.15	5188.42	830.66	781	339.36	617.71	519.98	731.75	4740.58	1216.02	748.11
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	82.95	420.09	662.17	400.02	431.44	611.22	320.27	542.26	7931.28	1417.55	1118.89	447.67	700.59	526.36	1213.64	5006.25	1704.68	728.95
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	42	33	85.39	350.4	933.19	384.53	527.56	560.46	282.34	490.77	6944.85	905.55	1405.18	410.21	685.24	521.58	1437.54	4778.69	1223.77	732.78
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	42	33	149.63	565.29	1234	410.34	664.66	743.05	472.58	1085.6	1730.23	558.5	1353.59	401.64	251.69	207.36	1649.28	707.33	1154.76	1287.4
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	42	33	109.78	451.07	962.98	384.53	467.2	1016.58	491.24	1045.91	3499.19	1286.37	1024.8	471.58	403.62	293.49	838.03	1664.64	1702.57	1222.26
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	42	33	135.8	463.65	940.88	461.1	581.95	677.48	266.09	504.72	3405.79	957.44	1414.29	237.82	464.24	426.67	1573.84	3834.84	1532.17	860.18
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	168.33	458.81	855.34	588.41	739.18	533.67	280.54	515.44	3850.03	763.11	1808.83	265.35	438.15	369.25	1844.79	3397.66	1300.52	891.79
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	165.89	477.2	867.84	490.35	617.72	671.14	264.88	483.26	2833.98	522.28	2026.34	196.31	410.53	373.24	2152.26	2894.34	867.48	852.52
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	125.23	386.21	780.38	449.05	543.21	554.11	380.47	872.13	3550.45	952.05	2073.89	384.94	395.18	315.82	2407.81	2433.62	1727.21	1177.24
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	224.44	529.47	669.86	627.99	414.3	827.64	297.99	564.79	2092.45	928.07	2081.98	259.03	311.54	243.24	2287.74	1248.76	1651.87	1069.96
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	34	42	33	228.51	1026.03	620.84	357.87	599.09	1344.39	243.81	310.02	2523.02	819.4	1718.8	163.81	395.95	322.2	1813.16	1851.84	1251.93	639.87
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	32	87.01	440.42	1871.18	302.81	643.8	788.16	562.28	1211.64	4638.26	1254.55	832.59	517.61	521.79	406.74	928.89	2919	1615.26	968.42
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	42	33	278.93	1045.39	1988.43	831.01	620.7	2050.78	1040.87	1966.84	16146.2	813.04	760.76	1171.97	1342.85	798.32	539.48	3950.3	1151.24	1044.09
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	43	33	699.35	1647.46	6558.26	1083.06	2896.36	2070.52	2197.93	3102.86	24203.9	2395.06	2661.66	1858.36	1637.51	920.34	1446.47	4136.38	1422.33	1025.89
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	452.14	1328.04	4975.4	801.76	1186.26	1886.52	2043.82	3205.3	13421.5	836.04	3129.04	1486.51	905.47	552.68	1367.78	2404.48	568.23	1041.22
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	521.26	1479.04	1577.1	1001.34	946.33	2127.62	1724.75	2739.74	12119.6	2256.53	4599.98	1271.25	936.16	598.94	1955.94	2328.25	1301.92	964.59
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	43	33	722.12	2560.24	2282.51	1332.54	1927.68	2802.29	588.76	847.99	12795.1	2349.05	3943.42	592.53	1273.03	881.26	1878.06	4119.56	1317.41	622.62
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	35	43	33	584.69	1495.49	2388.23	998.76	2003.68	3050.44	482.81	671.53	12331.5	3664.29	1372.81	351.54	1543.9	1124.51	785.3	5086.96	1813.82	496.18
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	709.92	1234.14	2472.8	868	1263.76	2759.99	912.04	1512.01	8013.29	3876.73	3406.23	594.33	1189.39	859.73	1826.14	2006.54	1608.92	687.76
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	903.46	1942.69	2531.43	1859.87	1772.69	2354.63	857.86	1671.84	9267.4	2715.18	4166.99	778.9	1002.92	649.18	1638.74	2185.89	1097.02	1085.28
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	1075.86	2429.57	2449.74	1918.37	1590.13	3247.83	779	1306.04	8998.58	2536.03	4637.41	614.64	1003.69	594.95	1832.63	1744.23	959.02	1011.53
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	559.48	1946.56	4389.15	1445.23	2103.53	2693.72	1594.72	2808.93	9233.23	1869.35	4942.93	1179.64	857.12	476.12	2723.38	1516.67	1285.02	1220.34
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	660.32	1556.47	4442.97	946.28	1424.71	2425.12	2321.34	3622.06	11189	3145.93	1887.74	1487.86	980.67	604.52	777.99	1823.82	1523.02	1082.41
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	1126.28	1659.08	2393.04	797.46	1676.56	1994.38	621.87	910.74	16707.7	3951.13	2450.22	651.19	1686.62	1240.15	1439.17	5731.52	2026.47	482.77
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	436.69	1302.87	4128.71	900.69	1525.3	2132.56	821.74	1592.46	6559.85	1632.44	2833.64	624.12	936.93	699.43	1371.02	2350.67	933.67	909.03
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	43	33	456.2	1423.86	2536.23	840.47	1416.51	2220.68	1753.05	3552.33	8562.32	4915.42	2155.83	1303.29	800.34	519.19	1224.18	1604.11	2359.52	1149.46
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	635.11	1807.17	3589.55	1158.76	1383.72	3247.13	1675.39	3226.22	10399.6	3535.56	2004.08	1329.01	949.21	542.31	1088.7	1771.13	1642.02	1262.49
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	509.06	1606.81	3353.13	1189.73	1365.84	2659.88	1878.27	3594.17	11171.9	3582.55	2305.55	1493.28	968.39	559.06	1016.5	1980.75	1791.99	1335.29
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	37	44	34	1030.32	2496.36	1961.52	1120.05	1567.03	2715.57	659.8	939.17	6375.32	3650.59	3367.79	368.69	821.83	564.65	1412.4	1879.87	1853.25	816.12
7.03333	50102T5	5To1Ri1Re5Ta	5To	1Ri	1Re	5Ta	36	44	33	706.67	1807.17	2637.14	1912.35	1727.98	3051.14	877.73	2090.74	9936.03	2748.96	2922.66	1270.35	989.11	525.57	1445.66	1573.84	1361.07	1394.68
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	31	36	29	2395.68	3165.21	3436.74	5047.98	10638.4	13099.9	508.7	1115.1	31876.6	3424.45	10607.2	1259.06	3803.73	2061.59	4838.33	7019.51	2229.25	1252.91
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	31	37	29	2937.26	5344.08	5343.48	3505.54	3138.53	8721.98	1060.14	2107.37	18356	7101.47	8771.02	1432.81	2053.42	1188.31	4639.57	3664.45	3459.36	1273.99
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	31	38	29	943.31	2262.11	11511.6	1750.62	6394.05	2931.3	1724.75	4223.32	29358.2	3776.88	5378.95	2725.71	1985.12	996.1	2576.55	4304.52	2141.94	1910.98
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	31	38	29	869.31	1577.77	9417.41	1091.66	3363.56	4198.85	1724.75	3485.82	24058.1	3006.91	8134.69	2037.52	2188.47	1292.78	3285.58	4998.4	1631.45	1349.66
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	32	38	29	1698.77	3262.98	5560.68	1888.26	3015.58	5361.35	1412.31	3362.46	23586.5	5705.45	6149.83	1912.06	2073.37	1153.22	3219.06	3916.67	2815.79	1542.19
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	32	39	29	2641.26	3471.09	2479.53	1631.04	2512.61	8602.84	1685.62	3029.91	21130.7	5959.99	10504	1572.25	2186.93	1324.68	4565.74	4403.17	3303.04	1144.67
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	32	39	29	2799.02	7255.79	15683.5	3595.01	8722.61	11101.3	904.82	1510.93	12001.1	1495.38	3650.04	912.03	1641.35	960.22	1083.03	2587.2	906.91	1129.35
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	32	39	30	3414.61	6985.74	3563.6	3356.72	3037.94	10404.1	1353.92	2624.96	11895.2	3216.41	7996.1	1237.85	1533.16	818.26	4091.16	1722.93	1875.08	1349.66
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	32	39	30	4431.11	7596.52	8682.2	1575.13	4710.77	12338.5	1199.2	1732.99	14263.3	5719.16	5365.8	879.54	1690.46	1028.8	2791.53	2611.86	2736.22	816.12
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	39	30	2220.84	3696.62	12605.2	1749.76	3936.57	6298.27	1489.37	3470.8	22388.2	2672.11	8053.76	1967.57	1929.87	1088.62	2907.54	3581.5	1395.57	1532.62
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	30	1230.37	2159.51	8254.53	1760.94	3387.41	6994.08	1132.98	2711.85	31122.6	2863.01	9145.33	1965.31	2687.24	1441.92	3827.5	5894.06	1565.97	1400.43
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	30	1240.94	2075.3	7344.41	1404.8	3647.46	5836.51	1222.08	2695.22	20851.7	3159.63	8327.92	1506.36	2087.95	1269.65	3505.43	4639.69	1742.7	1221.3
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	30	1951.67	2919.35	3769.27	1163.07	2619.91	5851.31	2450.17	4707.66	25996.8	5965.37	4973.28	2062.79	2275.18	1396.46	2746.91	5442.31	3081.95	1326.67
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	30	1814.24	2754.8	6509.25	1677.5	2812.16	6940.5	1161.88	2332.64	17778.5	4632.5	5896.92	1433.26	1952.89	1217.02	2876.71	3913.3	2340.51	1283.57
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	30	3370.7	6684.7	4075.85	1542.44	3572.95	8803.05	1717.53	3228.9	16337.5	6269.83	8007.23	1495.53	1408.85	807.89	3623.07	2728.44	3430.49	1190.65
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	33	40	31	1719.91	3033.57	4835.08	2154.08	2337.5	6422.35	1245.55	2672.16	19696.6	5713.77	5514.52	1774.87	1903.02	1071.87	2694.99	3470.52	2810.86	1489.51
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	34	41	31	2133.01	2860.31	2998.5	1277.48	3678.01	8616.24	848.83	1516.3	23128.6	6285.49	7768.48	889.92	2693.38	1760.93	4638.76	6554.31	3381.9	805.58
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	34	40	31	1757.32	2847.73	8658.17	1765.24	3208.57	5981.03	1371.98	3162.93	21193.4	5929.15	5442.69	1786.16	1945.99	1118.13	2742.85	3720.5	2778.47	1450.24
6.7	10201T5	1To2Ri1Re5Ta	1To	2Ri	1Re	5Ta	34	41	31	2449.35	3361.71	3916.31	1147.58	4298.71	8440.7	1093.25	2026.92	18913	5379.94	7810.96	1169.26	2044.98	1303.95	4391.32	4162.16	3044.63	1005.78
