Brix	Messobjekt	Kurz	Tomate	Rispe	Reihe	Tag	Temp0	Temp1	Temp2	A_410	B_435	C_460	D_485	E_510	F_535	G_560	H_585	R_610	I_645	S_680	J_705	T_730	U_760	V_810	W_860	K_900	L_940
continuous	d	string	d	d	d	d	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous
class	meta	meta	meta	meta	meta	meta	meta	meta	meta																		
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	1939.47	1999.8	6018.15	3093.48	9779.96	10435.1	706.76	1273.86	36371.3	3910.51	9389.14	1710.34	3430.03	1731.42	5331.57	7780.65	2710.17	1184.9
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	1554.02	2095.62	5032.1	1557.92	5236.1	9496.05	732.64	1527.56	29719.2	3729.4	9402.29	1282.98	3180.65	1884.54	4988.41	7810.91	3141.8	1480.89
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	1567.84	1668.76	6357.4	3040.14	6333.69	9314.16	667.63	1416	44661.4	4204.2	11269.8	1596.17	4137.53	2241.04	4790.46	9856.68	2870.01	1392.76
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	2499.77	2226.3	6447.74	3371.34	8974.47	10079.1	780.2	1466.42	37503.6	3623.18	9179.73	1801.5	3684.79	1886.94	5332.38	8414	2846.77	1244.29
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	2248.49	2081.1	3483.84	1266.3	5639.96	7610.23	967.43	2060.17	36485.2	5394.14	5384.01	1900.78	3251.24	1795.22	3795.05	8561.96	3777.62	1424.37
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	47	36	3819.58	3852.46	7836.47	3380.8	8956.58	13094.2	757.93	1540.97	38600.5	4128.33	11386.1	1600.68	3885.07	2239.44	4820.48	9483.4	2853.81	1348.7
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	922.98	2046.26	4093.15	3101.22	6257.69	7955.67	1289.5	2275.25	33257.2	3111.66	8026.45	2165.23	3201.36	1582.28	4971.37	5451.27	2638.35	1496.22
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	452.14	948.6	3213.78	1615.56	8184.62	10029	1822.88	3941.19	18861.7	7412.78	2395.59	2371.46	2287.46	1069.48	1607.91	2226.25	5092.92	2122.67
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	604.2	3560.14	8228.58	4777	10228.5	12498.5	1613.38	4107.47	15850	8430.42	2146.73	2150.79	2125.55	980.15	1382.38	1676.97	4995.75	2441.65
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1162.87	5026.59	5019.61	6009.75	8089.98	12918.7	1610.97	2980.03	20629.5	6239.97	2483.61	2390.42	2046.51	832.61	1848.04	1956.09	4093.77	1733.77
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	954.69	2643.49	3559.76	2798.41	7576.58	9833.03	1154.65	1974.89	25979.7	4072.04	4708.23	2014.05	2687.24	1273.64	3480.28	4339.27	3632.57	1386.06
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	879.07	1778.13	2764.96	3576.08	6060.97	7745.59	1045.09	1933.59	29408.3	3585.98	6019.33	1915.22	2803.11	1378.12	4143.89	6034.18	3230.52	1535.49
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	955.51	1904.94	4357.44	1377.27	4962.63	9372.68	826.56	1826.85	28028.9	4513.55	8062.87	1401.67	2988.04	1707.49	4538.97	6277.43	3436.82	1622.66
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1255.57	1529.37	5539.54	1135.54	3860.57	7035.68	851.24	1923.4	28713.4	3638.35	10483.8	1507.72	2859.9	1645.29	4911.34	6383.92	2762.27	1695.46
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1670.3	2362.78	2601.58	2447.43	5806.13	8253.88	744.08	1582.81	37147.1	4423.98	9356.77	1617.38	3203.67	1705.9	4873.21	8281.72	3424.85	1424.37
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1805.3	2178.87	4494.87	2154.08	5008.09	8953.92	612.84	1236.32	32592	3849.81	6132.63	1472.97	3097.77	1627.74	4397	8602.32	3123.49	1322.84
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1284.04	1513.88	3010.03	1112.31	6542.33	5653.92	765.75	1677.21	26307.8	3340.74	7221.17	1383.16	2708.73	1615.78	4888.62	7417.45	3143.21	1633.19
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1157.18	2477.97	2739.98	1500.29	2958.21	7037.79	721.21	1605.33	32983.8	4777.39	9704.78	1420.17	3145.35	1847.86	5224.48	9151.59	3807.19	1492.38
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	36	1693.89	2405.37	4861.99	2973.9	4287.54	10422.4	508.7	998.71	34591	3261.94	9334.51	1373.69	3451.52	1813.56	4821.29	9265.93	2885.5	1211.72
6.2	40302T5	4To3Ri2Re5Ta	4To	3Ri	2Re	5Ta	39	46	35	795.31	919.56	1481.95	1348.02	5601.22	9097.03	369.63	688.15	26937.7	2079.83	10405.9	956.26	3464.56	2042.45	5604.96	10246.8	2317.97	1264.41
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	43	35	654.62	2074.33	9172.34	1392.75	10784.4	17302.3	1027.03	1901.94	13942.1	4179.23	2073.89	1428.29	1710.41	785.56	2258.53	2188.13	4217.7	1798.91
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	44	35	1709.34	4900.76	9576.95	2591.95	6034.89	12057.2	1011.37	1855.28	23436.2	4052.46	7204.99	1255.9	2397.95	1473.82	3779.64	6035.3	3449.5	1545.07
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	37	44	35	704.23	3346.22	9090.65	1464.16	4775.6	9474.9	456.92	736.96	19982.5	4002.04	7732.06	676.46	2178.49	1455.48	4517.88	8382.61	3842.4	1231.84
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	37	44	35	649.74	1151.87	1696.27	2377.75	3280.85	4750.14	992.11	1925.01	25585.6	5592.38	4725.43	1507.72	2585.95	1582.28	3429.18	8797.37	5056.31	1764.42
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	825.39	1781.04	5589.52	1986.33	2597.56	4891.13	1080.6	2317.09	24233.5	5077.93	6504.92	1699.96	2061.86	1131.68	4492.73	6205.69	4116.3	2179.19
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1038.45	6554.03	2615.04	4445.8	2712.31	10449.2	1095.65	2010.29	22506.7	4514.04	8231.81	1290.65	2239.11	1299.16	5744.5	5029.79	4157.14	1702.16
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	720.49	2819.65	8201.67	1811.7	3660.87	6399.79	1374.99	2763.88	35176.5	5126.88	6970.28	1770.81	2998.79	1775.28	3986.51	8179.71	4132.5	1853.51
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	37	45	35	610.71	1076.37	3296.43	1749.76	2527.51	4911.58	1660.94	3155.42	24439.7	4137.63	7719.92	1952.68	2164.68	1177.14	5184.73	6138.43	3993.79	2104.47
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1211.66	1844.92	4891.79	1845.25	3868.77	8218.63	794.65	1579.59	23910	3172.36	7914.15	1268.09	2345.77	1417.2	4890.25	7566.54	3130.53	1552.73
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1122.21	2291.15	3586.67	1110.59	2903.07	8339.88	1156.46	2473.17	29997.2	4095.53	6075.98	1589.4	2593.63	1535.23	4436.75	8319.83	3898.03	1774.96
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1467.01	4742.01	8465.96	2104.19	4736.85	11503.1	810.3	1521.13	21014.5	4231.12	7463.97	1140.83	2285.15	1386.89	4332.91	5760.66	3926.89	1569.97
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	761.15	1482.91	1811.6	1570.83	4087.84	6264.43	877.73	1874.05	28137.1	3829.74	6922.73	1549.23	2851.45	1661.24	4822.91	8708.81	3636.8	1969.41
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	459.46	1243.82	4188.29	1355.76	3790.53	4111.43	862.68	1830.61	21491.8	3718.14	6079.02	1430.55	1840.86	1092.6	3738.26	7004.94	3709.32	1760.59
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	387.89	845.03	3309.89	1200.92	3445.53	3414.21	983.08	1908.38	21303.8	4263.92	4561.54	1615.57	1951.36	1133.28	3573.58	6521.8	4570.46	1718.44
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	639.99	2588.31	4633.26	1431.47	2485.79	7194.3	955.99	1856.35	19733.1	2512.04	5983.92	1227.47	2008.91	1248.92	4250.98	6153	3034.07	1670.55
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	529.39	1119.92	10377.5	1314.47	4256.24	3749.78	1172.71	2554.16	28485.6	3052.93	8409.86	1877.31	2335.03	1265.67	4697.98	7076.68	2825.65	2217.5
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	470.84	895.36	2048.02	1676.64	2745.84	3924.61	835.59	1588.17	24940.9	3377.46	6568.66	1484.25	2350.38	1402.84	4582.78	8303.02	3510.76	1526.87
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	679.83	1662.95	3799.06	2242.69	3469.37	5203.44	878.33	1630.54	20367.5	2858.6	7287.94	1287.95	2133.22	1286.4	5155.53	6757.2	3093.92	1484.72
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1006.74	4334.51	2714.03	2264.19	2160.16	9750.54	980.07	1893.9	19217.1	4001.55	7598.52	1179.64	1973.61	1226.59	5224.48	5713.58	3994.49	1618.82
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	901.83	3536.91	8073.85	1783.31	4590.81	7471.35	1223.28	2346.05	30741	3474.37	7469.03	1722.98	2512.29	1500.94	4349.95	7747.02	3273.47	1705.99
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	730.25	1255.44	8098.84	2333.01	3910.49	4953.17	1196.79	2440.45	27822.7	3289.35	7966.76	1833.09	2574.44	1484.19	4423.77	7458.93	3143.91	1891.82
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	728.62	1558.41	2407.45	1342	2651.95	6313.07	959	1999.56	26562.9	3347.6	7724.97	1549.23	2355.75	1417.2	5107.66	8257.06	3329.09	1719.4
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1166.12	1895.26	3732.75	1467.6	2540.93	8423.07	813.91	1610.7	26521.9	4486.14	6540.33	1240.11	2498.48	1510.51	4512.2	8538.42	3971.96	1503.88
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	522.07	1044.42	1918.27	2041.39	2038.7	6865.07	1132.98	2018.33	27282.8	6743.65	2071.86	1742.38	2670.36	1463.45	2280.44	7363.65	5241.49	1625.53
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	946.56	3550.46	12303.5	2343.34	6530.41	8769.92	960.2	2055.88	21290.2	2929.09	4839.74	1324.5	1960.57	1071.87	2917.27	4908.72	2809.45	1926.31
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	416.36	1548.73	4046.06	3301.66	2507.4	9897.18	1252.18	3117.88	25091.2	5424.98	7216.11	1982.01	2747.86	1366.95	4480.56	5547.68	4735.93	2696.44
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	671.7	1093.79	1634.76	1052.95	2581.91	4840.38	969.84	1909.99	24662.9	3261.94	6202.44	1539.31	2315.85	1360.57	4812.37	7947.67	3359.37	1757.72
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1049.84	1450	4813.94	4043.2	3486.51	6351.14	1290.1	2525.73	20195.5	4749.98	6244.93	1908.9	1925.27	1054.32	4259.09	5108.26	4238.12	1996.23
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	2152.53	4805.9	7410.72	1597.49	4983.5	11963.5	1219.07	2201.77	31169.3	5586.02	5882.76	1551.94	2961.19	1788.84	3609.27	7371.49	4371.2	1481.85
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1050.65	2689.95	6582.29	1655.13	4168.31	11790	800.67	1517.37	23435	4802.35	6850.91	1177.38	2379.54	1521.67	4227.45	7298.63	4069.13	1498.13
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	500.93	984.41	5113.79	1139.84	2949.26	4803.72	808.5	1534	29368.4	4413.21	7733.07	1355.19	2813.09	1718.66	4627.4	10340.9	4112.78	1571.89
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	535.9	1169.29	2263.29	2705.5	2983.54	4397.65	894.58	1721.19	19069	4917.38	5107.83	1333.98	1891.51	1088.62	3934.59	6009.52	4636.65	1892.78
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1068.54	1810.08	3882.68	1807.4	3484.27	6602.11	1090.84	2170.66	23494.3	2923.7	9260.66	1615.57	2155.47	1203.46	5579.81	5980.37	2816.49	1873.62
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	3338.98	4357.74	3994.16	3919.32	6406.71	14019.9	1202.21	2363.21	30275.1	3569.82	10473.6	1810.52	3142.28	1743.38	5482.46	6802.04	2789.74	1722.28
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	2368.84	3896.99	2776.5	1660.29	2130.36	11899.3	1191.37	2422.75	32790.1	5824.4	9231.32	1728.39	2927.42	1752.95	5729.9	7724.6	4138.13	1674.38
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1793.91	3242.65	11797	1214.68	7364.96	11333.9	771.17	1440.13	28691.8	4413.21	7833.22	1153.46	3166.83	2076.75	4166.61	9893.67	3465.69	1268.24
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	542.4	1851.7	3244.53	2248.71	2895.61	4994.77	813.91	1518.98	26811.2	2559.52	7155.41	1374.14	2688.01	1594.25	4350.76	8799.61	2757.35	1573.8
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	765.22	1643.59	4892.75	1775.57	4848.63	5096.99	1051.11	2336.93	22273.2	4002.04	5215.07	1845.27	1912.22	1031.99	3569.52	5422.13	4060.68	2237.62
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	1014.87	2029.8	4501.6	2595.39	4514.06	5928.16	999.33	1964.7	28994.8	3664.78	8219.67	1688.23	2836.88	1662.04	5071.97	7312.08	3096.73	1585.3
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	2355.02	4161.24	16622.5	2173.01	9285.19	10210.2	1582.08	3361.39	34627.4	5589.93	9078.57	2297	2924.35	1647.68	4517.07	6780.74	3586.8	2145.66
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	39	46	35	890.45	1310.61	2200.82	4231.6	3830.02	4697.97	1575.46	3262.7	24568.4	5270.79	7182.73	2484.73	2384.91	1238.55	4513.01	4656.51	4179.67	2203.13
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	39	46	35	1172.63	3182.64	4924.46	3839.32	4386.64	7862.61	1202.21	2316.01	26990	3296.2	8991.56	1862.42	2738.66	1536.03	5256.12	6923.11	3012.94	1739.52
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	39	46	35	1196.21	1586.48	3180.14	2477.54	3876.22	7162.57	1772.91	3506.2	34026	6546.39	5850.38	2355.22	3466.1	1972.27	3807.22	8014.93	4740.16	1884.16
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	1631.27	1919.46	9949.84	1355.76	5386.62	7619.4	1090.24	2456.54	31010.9	3667.23	7851.43	1792.47	2799.28	1620.56	4110.63	8047.44	3296.7	2001.98
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	39	46	35	1293.8	2097.56	7394.38	1249.95	6788.97	7949.33	1169.1	2616.91	30508.6	4861.58	8035.55	1857.01	3485.28	2121.41	4345.89	7914.04	3766.35	1953.13
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	1134.41	2663.81	7130.09	3595.01	7065.42	7651.83	1217.86	2521.98	28850.1	4860.11	6655.66	2013.6	2684.17	1449.1	3997.87	6442.21	4390.21	2001.98
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	46	35	2411.94	3200.06	14141	2291.72	5849.35	13580.7	746.49	1395.62	25792.9	3714.71	5069.39	1137.67	2753.23	1618.17	3378.88	6808.77	3660.03	1401.38
6.4	50302T5	5To3Ri2Re5Ta	5To	3Ri	2Re	5Ta	38	45	35	970.96	7020.58	8039.25	3368.76	4345.66	9388.19	973.45	2188.36	26484.3	4965.35	6671.84	1451.76	2417.9	1350.2	4279.37	6465.75	3995.19	1989.53
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	28	33	26	287.87	606.91	1873.1	1315.33	4920.16	9890.83	1374.38	2388.42	10726.5	1885.99	2443.14	654.35	1962.87	1142.85	2211.48	2571.5	1814.53	940.64
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	28	34	26	365.13	694.99	1703	1486.52	4361.3	11171.1	1540.54	2680.21	12074	1688.73	2268.12	736.03	2222.23	1264.87	2068.7	2571.5	1796.92	961.72
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	28	35	26	594.45	1148.96	2123.94	1559.64	1640.05	8533.05	2203.95	3391.96	16765.8	1420.49	5433.58	904.36	2225.3	1421.98	4985.16	4871.73	1449.09	1028.77
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	28	35	26	432.62	1085.08	2422.83	775.95	3713.03	2157.94	4060.54	4703.9	25048	1713.69	3060.25	1361.5	1988.19	1439.53	2961.08	8500.31	1803.96	844.85
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	35	26	611.52	1059.91	1918.27	1545.88	3742.84	10877.1	925.89	1355.93	14274.7	1161.55	5133.12	529.8	2216.86	1598.23	3877.8	4806.72	1442.75	713.62
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	28	35	26	868.49	1637.78	4014.34	2003.54	3609.46	13397.4	1313.58	1578.52	10829	2417.08	3219.08	459.4	1857.74	1271.25	3703.38	3958.14	2238.41	642.74
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	35	26	513.94	1286.41	4371.85	1368.67	4992.44	10854.5	1032.44	1112.95	16921.9	1262.39	2779.01	520.32	2294.36	1473.02	2351.02	6580.09	1336.43	507.68
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	35	26	573.3	830.51	1799.1	818.1	2774.9	7334.59	1553.78	1656.82	19282	699.97	4618.19	764.91	2219.93	1488.18	4909.72	6195.6	1128.01	625.5
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	26	319.59	1021.19	2229.66	1995.79	3971.6	2969.37	5390.38	6337.66	23091	1625.09	3316.2	1713.95	1343.62	617.28	3107.92	2571.5	1958.17	1238.54
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	26	404.16	512.05	2776.5	466.26	4259.97	2915.79	772.38	884.46	12399.8	2004.94	2766.87	229.25	1927.57	1758.54	2420.79	8566.45	1923.66	359.21
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	26	445.63	1047.33	996.62	1343.72	1315.92	5929.57	1094.45	1292.1	18260.3	612.84	5064.33	550.56	2213.02	1548.79	3655.52	7236.98	452.75	618.79
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	27	2103.74	3206.84	6446.78	1760.94	4723.44	13761.9	919.27	1536.14	3859.14	1759.7	1747.12	340.71	981.43	547.9	1903.2	907.99	1703.27	1033.56
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	27	1205.16	1958.17	6177.68	1558.78	4648.93	12423.8	1011.98	1292.1	5252.21	841.92	1837.16	397.58	1199.36	706.6	1328.02	1206.16	1327.98	868.8
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	37	27	537.52	878.9	7503.94	631.43	8840.34	3561.55	1382.81	1318.92	20347	2753.36	1132.04	624.12	2236.81	1735.41	835.59	8633.71	2655.95	432.01
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	36	27	560.29	1203.17	4346.87	695.09	4473.08	2012.71	3063.02	2445.81	20996.3	1314.76	3011.69	1035.23	2063.39	1756.14	3506.25	9672.84	1703.27	467.45
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	1044.14	2127.57	2944.68	1237.05	2488.77	8196.07	2467.63	3252.5	15653	1674.04	4539.28	930.53	1955.2	1306.34	3922.42	5257.35	1811	957.88
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	29	37	27	757.09	1147.03	2115.29	1181.99	1616.95	7977.53	2166.63	3279.86	17868.5	1479.23	6216.6	856.98	2270.57	1398.85	4901.6	4454.73	1819.45	1034.52
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	776.6	1191.55	2456.47	1077.9	1282.39	7530.57	2253.32	2645.34	13390.8	2017.17	7323.35	783.42	1583.03	1122.11	5548.17	5020.82	1963.8	805.58
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	1497.91	2733.51	2426.67	1556.2	1314.43	12224.3	1383.41	2190.51	7647.65	2149.82	5191.8	542.89	1310.63	762.43	4828.59	2049.13	2365.85	1107.31
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	409.85	967.96	4651.52	675.3	4461.9	3103.31	2666.29	2490.33	17961.8	741.57	1165.42	941.82	1922.97	1499.34	683.89	8229.04	775.94	616.88
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	1345.84	3581.44	3711.61	2161.82	2817.37	10884.9	1764.49	2842.19	8372.1	1191.41	4371.35	655.25	1161.76	706.6	3739.89	2767.67	1377.26	1079.54
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	27	1356.41	3288.15	3671.24	2434.52	3331.52	11376.2	1518.26	2753.15	5317.14	1273.64	3947.47	560.49	966.86	539.92	3752.87	1336.2	1484.29	1257.7
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	28	1039.26	1855.57	1426.21	1307.59	1531.26	10313.1	2035.39	2592.24	12192.5	992.19	4325.82	781.61	1552.34	1006.47	4689.06	3683.51	1547.66	963.63
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	28	522.89	1162.51	3052.32	681.32	4163.84	1922.47	4066.56	4267.84	27622.2	875.69	2155.83	1484.25	1927.57	1445.11	1500.01	8692	1346.99	663.81
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	30	37	28	1300.3	3098.43	5279.09	2241.83	3868.77	9659.6	2172.65	3184.92	11383.8	1437.13	3942.41	799.21	1466.4	936.29	3089.26	3847.17	1568.79	1051.76
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	1768.7	4380	1700.11	2887.02	1010.41	12904.6	2385.76	3763.12	6989.28	603.05	6211.54	808.24	1073.52	535.93	5109.29	1405.7	489.37	1290.27
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	37	28	1375.93	1429.67	2084.54	1451.25	1718.29	11589.1	795.25	902.7	4225.92	1515.45	5560.04	258.58	1101.14	729.73	4748.28	1368.7	1808.19	721.29
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	859.55	1099.6	7160.85	1034.03	7012.51	7637.02	1496.59	1750.15	13397.6	1738.17	1637.86	689.1	2048.04	1371.74	1283.41	4557.86	1722.99	837.19
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	1247.44	1330.94	2653.48	1354.9	4611.67	12005.8	1223.88	1529.17	12950	1492.44	3582.26	581.25	1916.06	1291.99	2553.02	3608.4	1623.71	878.38
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	693.66	1080.24	2484.34	1601.8	2769.69	13520.1	797.66	1164.98	13348.6	1791.03	3924.2	479.71	2283.62	1528.85	3803.98	3994.01	1750.45	901.37
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	1182.39	2674.46	2870.68	1960.52	3711.54	9785.79	2786.09	3658.53	14929.7	850.24	5616.69	1022.14	1760.29	1160.39	3900.52	4590.37	1594.13	1013.44
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	1339.33	2268.89	4823.55	1692.12	4175.76	12540.9	1574.25	2615.84	7962.03	1442.03	2695.04	619.15	1334.41	720.16	2681.2	1768.89	1954.65	1294.1
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	495.24	1118.96	2836.08	660.68	3280.85	2100.83	3649.37	3950.31	23874.7	946.67	4273.22	1318.63	1980.52	1531.24	3059.24	9253.6	1370.93	747.15
4.92	01|1|1	1To1Ri1Re4Ta	1To	1Ri	1Re	4Ta	31	38	28	1562.96	3590.15	2279.63	3154.56	1694.45	13907.1	2548.9	4129.99	8055.44	858.56	5531.71	880.89	1249.24	632.43	4607.93	1456.14	1298.4	1307.51
